9526	25	6
9527	25	7
9528	25	8
9529	25	9
9530	25	10
9531	25	11
9532	25	12
9533	25	13
9534	25	14
9535	25	15
9536	26	0
9537	26	1
9538	26	2
9539	26	3
9540	26	4
9541	26	5
9542	26	6
9543	26	7
9544	26	8
9545	26	9
9546	26	10
9547	26	11
9548	26	12
9549	26	13
9550	26	14
9551	26	15
9552	27	0
9553	27	1
9554	27	2
9555	27	3
9556	27	4
9557	27	5
9558	27	6
9559	27	7
9560	27	8
9561	27	9
9562	27	10
9563	27	11
9564	27	12
9565	27	13
9566	27	14
9567	27	15
9568	28	0
9569	28	1
9570	28	2
9571	28	3
9572	28	4
9573	28	5
9574	28	6
9575	28	7
9576	28	8
9577	28	9
9578	28	10
9579	28	11
9580	28	12
9581	28	13
9582	28	14
9583	28	15
9584	29	0
9585	29	1
9586	29	2
9587	29	3
9588	29	4
9589	29	5
9590	29	6
9591	29	7
9592	29	8
9593	29	9
9594	29	10
9595	29	11
9596	29	12
9597	29	13
9598	29	14
9599	29	15
9600	30	0
9601	30	1
9602	30	2
9603	30	3
9604	30	4
9605	30	5
9606	30	6
9607	30	7
9608	30	8
9609	30	9
9610	30	10
9611	30	11
9612	30	12
9613	30	13
9614	30	14
9615	30	15
9616	31	0
9617	31	1
9618	31	2
9619	31	3
9620	31	4
9621	31	5
9622	31	6
9623	31	7
9624	31	8
9625	31	9
9626	31	10
9627	31	11
9628	31	12
9629	31	13
9630	31	14
9631	31	15
